_id,area_hydro,cat,city,cod,department,elevation,hi_subzone,hidro_zone,location.coordinates,location.type,name,state,stream,tech
620f13fedb317c8f7431db84,Magdalena Cauca,Agrometeorológica,Jamundí,26055110,Valle del Cauca,1004,Ríos Claro y Jamundí,Cauca,"[-76.56930556,3.18536111]",Point,LA INDEPENDENCIA - AUT [26055110],Activa,0,Automática con Telemetría
620f13fedb317c8f7431db85,Magdalena Cauca,Pluviométrica,Villavieja,21110330,Huila,429,Rio Fortalecillas y otros,Alto Magdalena,"[-75.21841667,3.18738889]",Point,POLONIA [21110330],Activa,Guaviare,Convencional
620f13fedb317c8f7431db86,Magdalena Cauca,Pluviométrica,Aipe,21130170,Huila,450,Río Baché,Alto Magdalena,"[-75.26666667,3.2]",Point,MANGA LA HACIENDA [21130170],Suspendida,Guaviare,Convencional
620f13fedb317c8f7431db87,Magdalena Cauca,Limnimétrica,Baraya,21117150,Huila,600,Rio Fortalecillas y otros,Alto Magdalena,"[-75.03333333,3.2]",Point,DESQUITE EL [21117150],Suspendida,Quebrada Las Lajas,Convencional
620f13fedb317c8f7431db88,Orinoco,Pluviométrica,Vistahermosa,32070010,Meta,260,Río Ariari,Guaviare,"[-73.75,3.2]",Point,CAMPO ALEGRE [32070010],Activa,Sonson,Convencional
620f13fedb317c8f7431db89,Orinoco,Climática Ordinaria,Mapiripán,32095010,Meta,295,Río Manacacias,Meta,"[-72.68333333,3.2]",Point,VIENTO EL [32095010],Suspendida,Sonson,Convencional
620f13fedb317c8f7431db8a,Magdalena Cauca,Climática Principal,Planadas,2202500051,Tolima,1300,Río Atá,Saldaña,"[-75.6542,3.2058]",Point,PLANADAS - AUT   [2202500051],Activa,0,Automática con Telemetría
620f13fedb317c8f7431db8b,Magdalena Cauca,Climática Ordinaria,Planadas,22015010,Tolima,240,Alto Saldaña,Saldaña,"[-75.78341667,3.21716667]",Point,ROSALES FINCA LOS [22015010],Suspendida,Sonson,Convencional
620f13fedb317c8f7431db8c,Magdalena Cauca,Pluviométrica,Miranda,26060200,Cauca,2472,Río Desbaratado,Cauca,"[-76.14080556,3.22641667]",Point,CAJONES [26060200],Activa,Sonson,Convencional
620f13fedb317c8f7431db8d,Magdalena Cauca,Climática Ordinaria,Baraya,21145060,Huila,1275,Río Cabrera,Alto Magdalena,"[-74.94344444,3.23072222]",Point,SANTO DOMINGO [21145060],Suspendida,Sonson,Convencional
620f13fedb317c8f7431db8e,Magdalena Cauca,Pluviométrica,Jamundí,26050050,Valle del Cauca,1600,Ríos Claro y Jamundí,Cauca,"[-76.66666667,3.23333333]",Point,SAN ANTONIO [26050050],Suspendida,Sonson,Convencional
620f13fedb317c8f7431db8f,Magdalena Cauca,Climática Principal,Villavieja,21115010,Huila,459,Rio Fortalecillas y otros,Alto Magdalena,"[-75.16819444,3.23447222]",Point,DESIERTO LA TATACOA [21115010],Suspendida,0,Automática con Telemetría
620f13fedb317c8f7431db90,Magdalena Cauca,Climática Ordinaria,Jamundí,26055050,Valle del Cauca,125,Ríos Claro y Jamundí,Cauca,"[-76.59241667,3.24319444]",Point,POTRERITO [26055050],Suspendida,Jamundi,Convencional
620f13fedb317c8f7431db91,Orinoco,Pluviométrica,Uribe,32020020,Meta,950,Río Guape,Guaviare,"[-74.35372222,3.24322222]",Point,LA URIBE LA [32020020],Activa,0,Convencional
620f13fedb317c8f7431db92,Magdalena Cauca,Pluviométrica,Aipe,21130050,Huila,450,"Río Aipe, Río Chenche y otros directos al Magdalena",Alto Magdalena,"[-75.25594444,3.24355556]",Point,PEREZ HACIENDA [21130050],Activa,Jamundi,Convencional
620f13fedb317c8f7431db93,Magdalena Cauca,Climática Ordinaria,Miranda,26065020,Cauca,1133,Río Palo,Cauca,"[-76.22305556,3.24566667]",Point,MIRANDA [26065020],Activa,Jamundi,Convencional
620f13fedb317c8f7431db94,Magdalena Cauca,Pluviométrica,Aipe,21130070,Huila,850,"Río Aipe, Río Chenche y otros directos al Magdalena",Alto Magdalena,"[-75.45,3.25]",Point,SAN PEDRO [21130070],Suspendida,Jamundi,Convencional
620f13fedb317c8f7431db95,Magdalena Cauca,Pluviométrica,Baraya,21140140,Huila,1300,Río Cabrera,Alto Magdalena,"[-74.86666667,3.25]",Point,SANTO DOMINGO D C [21140140],Suspendida,Jamundi,Convencional
620f13fedb317c8f7431db96,Orinoco,Pluviométrica,Puerto Lleras,32070020,Meta,240,Río Ariari,Guaviare,"[-73.51666667,3.25]",Point,CAÑO BLANCO [32070020],Activa,0,Convencional
620f13fedb317c8f7431db97,Orinoco,Limnigráfica,San Juan De Arama,32077100,Meta,350,Río Guejar,Guaviare,"[-73.89283333,3.25161111]",Point,PEÑAS BLANCAS [32077100],Activa,Guejar,Convencional
620f13fedb317c8f7431db98,Pacifico,Pluviométrica,Buenaventura,53080010,Valle del Cauca,21,Río Naya - Yurumanguí,Tapaje - Dagua - Directos,"[-77.25925,3.26066667]",Point,YURUMANGUI S ANTON [53080010],Activa,Guejar,Convencional
620f13fedb317c8f7431db99,Magdalena Cauca,Climática Ordinaria,Puerto Tejada,26045010,Cauca,983,Río Palo,Cauca,"[-76.41447222,3.26280556]",Point,INGENIO BENGALA [26045010],Activa,Guejar,Convencional
620f13fedb317c8f7431db9a,Magdalena Cauca,Limnigráfica,Aipe,21137030,Huila,385,"Río Aipe, Río Chenche y otros directos al Magdalena",Alto Magdalena,"[-75.25097222,3.26341667]",Point,PUENTE CARRETERA  - AUT [21137030],Activa,Aipe,Automática con Telemetría
620f13fedb317c8f7431db9b,Magdalena Cauca,Pluviográfica,Miranda,26040040,Cauca,160,Río Palo,Cauca,"[-76.26666667,3.26666667]",Point,MIRANDA 1 [26040040],Suspendida,Aipe,Convencional
620f13fedb317c8f7431db9c,Orinoco,Limnimétrica,Puerto Lleras,32077060,Meta,238,Río Ariari,Guaviare,"[-73.38333333,3.26666667]",Point,PUERTO LLERAS [32077060],Suspendida,Ariari,Convencional
620f13fedb317c8f7431db9d,Orinoco,Climática Ordinaria,Puerto Lleras,32075080,Meta,245,Río Ariari,Guaviare,"[-73.37319444,3.26769444]",Point,PUERTO LLERAS [32075080],Suspendida,0,Convencional
620f13fedb317c8f7431db9e,Magdalena Cauca,Climática Ordinaria,Miranda,26065010,Cauca,1003,Río Palo,Cauca,"[-76.34733333,3.26916667]",Point,INGENIO CAUCA [26065010],Suspendida,0,Convencional
620f13fedb317c8f7431db9f,Magdalena Cauca,Pluviométrica,Aipe,21130110,Huila,1085,"Río Aipe, Río Chenche y otros directos al Magdalena",Alto Magdalena,"[-75.49,3.27]",Point,PRAGA [21130110],Activa,0,Convencional
620f13fedb317c8f7431dba0,Magdalena Cauca,Pluviométrica,Jamundí,26055140,Valle del Cauca,990,Ríos Claro y Jamundí,Cauca,"[-76.54166667,3.27444444]",Point,JAMUNDI [26055140],Suspendida,0,Convencional
620f13fedb317c8f7431dba1,Magdalena Cauca,Climática Ordinaria,Baraya,21145020,Huila,638,Río Cabrera,Alto Magdalena,"[-74.93583333,3.27611111]",Point,ARIZONA [21145020],Activa,Ariari,Convencional
620f13fedb317c8f7431dba2,Orinoco,Pluviométrica,Puerto Lleras,32070050,Meta,245,Río Ariari,Guaviare,"[-73.38333333,3.28333333]",Point,PUERTO LLERAS [32070050],Suspendida,Ariari,Convencional
620f13fedb317c8f7431dba3,Magdalena Cauca,Limnimétrica,Colombia,21147050,Huila,550,Río Cabrera,Alto Magdalena,"[-74.90822222,3.28394444]",Point,PUENTE VENADO [21147050],Activa,Venado,Convencional
620f13fedb317c8f7431dba4,Magdalena Cauca,Climática Principal,Planadas,2201500047,Tolima,1615,Alto Saldaña,Saldaña,"[-75.80245,3.28413889]",Point,HERRERA - AUT   [2201500047],Activa,0,Automática con Telemetría
620f13fedb317c8f7431dba5,Magdalena Cauca,Pluviométrica,Ataco,22020040,Tolima,1737,Medio Saldaña,Saldaña,"[-75.5875,3.28580556]",Point,CASA DE ZINC [22020040],Activa,Chicamocha,Convencional
620f13fedb317c8f7431dba6,Magdalena Cauca,Pluviométrica,Rioblanco,22010010,Tolima,1620,Alto Saldaña,Saldaña,"[-75.81541667,3.28783333]",Point,HERRERA [22010010],Activa,Chicamocha,Convencional
620f13fedb317c8f7431dba7,Magdalena Cauca,Pluviométrica,Colombia,21140010,Huila,584,Río Cabrera,Alto Magdalena,"[-74.90397222,3.29158333]",Point,VENADO EL [21140010],Activa,Chicamocha,Convencional
620f13fedb317c8f7431dba8,Magdalena Cauca,Pluviométrica,Villavieja,21110120,Huila,400,Rio Fortalecillas y otros,Alto Magdalena,"[-75.20077778,3.30533333]",Point,YEGUERA LA [21110120],Activa,Chicamocha,Convencional
620f13fedb317c8f7431dba9,Magdalena Cauca,Climática Ordinaria,Colombia,21145070,Huila,1476,Río Cabrera,Alto Magdalena,"[-74.70288889,3.31102778]",Point,LEGIOSA LA [21145070],Activa,Chicamocha,Convencional
620f13fedb317c8f7431dbaa,Magdalena Cauca,Climática Principal,Florida,26075120,Valle del Cauca,1615,Río Guachal (Bolo - Fraile y Párraga),Cauca,"[-76.18569444,3.31405556]",Point,LA DIANA - AUT [26075120],Activa,Yaguara,Automática con Telemetría
620f13fedb317c8f7431dbab,Orinoco,Pluviométrica,San Juan De Arama,32070030,Meta,500,Río Guejar,Guaviare,"[-73.89216667,3.31638889]",Point,LOS MICOS [32070030],Activa,0,Convencional
620f13fedb317c8f7431dbac,Magdalena Cauca,Pluviométrica,Florida,26070090,Valle del Cauca,1200,Río Guachal (Bolo - Fraile y Párraga),Cauca,"[-76.23333333,3.31666667]",Point,PENON EL [26070090],Suspendida,Chicamocha,Convencional
620f13fedb317c8f7431dbad,Orinoco,Pluviométrica,San Juan De Arama,32070090,Meta,440,Río Guejar,Guaviare,"[-73.91666667,3.31666667]",Point,PEÑAS BLANCAS [32070090],Activa,0,Convencional
620f13fedb317c8f7431dbae,Magdalena Cauca,Meteorológica Especial,Cali,2629500167,Valle del Cauca,1743,Ríos Claro y Jamundí,Cauca,"[-76.63669167,3.31770806]",Point,ESTACIÓN ISOTÓPICA SANTIAGO DE CALI_01,Activa,0,Convencional
620f13fedb317c8f7431dbaf,Magdalena Cauca,Meteorológica Especial,Cali,2629500186,Valle del Cauca,1743,Ríos Claro y Jamundí,Cauca,"[-76.63669167,3.31770806]",Point,ESTACIÓN ISOTÓPICA SANTIAGO DE CALI_01,Activa,0,Convencional
620f13fedb317c8f7431dbb0,Magdalena Cauca,Climática Ordinaria,Candelaria (Valle del cauca),26065040,Valle del Cauca,13,Río Desbaratado,Cauca,"[-76.34661111,3.32022222]",Point,CABUYAL [26065040],Suspendida,Chicamocha,Convencional
620f13fedb317c8f7431dbb1,Magdalena Cauca,Pluviométrica,Candelaria (Valle del cauca),26060020,Valle del Cauca,1003,Río Desbaratado,Cauca,"[-76.34661111,3.32022222]",Point,CABUYAL [26060020],Activa,0,Convencional
620f13fedb317c8f7431dbb2,Magdalena Cauca,Limnigráfica,Colombia,21147030,Huila,730,Río Cabrera,Alto Magdalena,"[-74.86691667,3.32752778]",Point,CARRASPOSO  - AUT [21147030],Activa,Cabrera,Automática con Telemetría
620f13fedb317c8f7431dbb3,Magdalena Cauca,Pluviométrica,Florida,26070760,Valle del Cauca,1059,Río Guachal (Bolo - Fraile y Párraga),Cauca,"[-76.23913889,3.32777778]",Point,FLORIDA [26070760],Activa,0,Convencional
620f13fedb317c8f7431dbb4,Magdalena Cauca,Pluviométrica,Ataco,22020070,Tolima,755,Río Atá,Saldaña,"[-75.61305556,3.32816667]",Point,CONDOR EL [22020070],Activa,Cabrera,Convencional
620f13fedb317c8f7431dbb5,Magdalena Cauca,Limnigráfica,Ataco,22027010,Tolima,757,Río Atá,Saldaña,"[-75.61311111,3.32827778]",Point,CONDOR EL [22027010],Activa,Ata,Automática sin Telemetría
620f13fedb317c8f7431dbb6,Magdalena Cauca,Climática Ordinaria,Villavieja,21115060,Huila,400,Rio Fortalecillas y otros,Alto Magdalena,"[-75.18405556,3.32922222]",Point,SAN JOSE [21115060],Activa,Ata,Convencional
620f13fedb317c8f7431dbb7,Magdalena Cauca,Pluviométrica,Florida,26070770,Valle del Cauca,2130,Río Guachal (Bolo - Fraile y Párraga),Cauca,"[-76.16666667,3.33333333]",Point,PALMERA LA [26070770],Suspendida,Ata,Convencional
620f13fedb317c8f7431dbb8,Magdalena Cauca,Pluviométrica,Villavieja,21110310,Huila,400,Rio Fortalecillas y otros,Alto Magdalena,"[-75.2,3.33333333]",Point,SINAI HACIENDA [21110310],Suspendida,Ata,Convencional
620f13fedb317c8f7431dbb9,Magdalena Cauca,Pluviométrica,Villavieja,21140110,Huila,444,Río Cabrera,Alto Magdalena,"[-75.09744444,3.34536111]",Point,TOMO EL [21140110],Activa,Ata,Convencional
620f13fedb317c8f7431dbba,Magdalena Cauca,Limnigráfica,Cali,2629700151,Valle del Cauca,1239,Ríos Claro y Jamundí,Cauca,"[-76.58933333,3.34630556]",Point,LA VORAGINE - AUT   [2629700151],Activa,Pance,Automática con Telemetría
620f13fedb317c8f7431dbbb,Magdalena Cauca,Pluviométrica,Villavieja,21110290,Huila,400,Rio Fortalecillas y otros,Alto Magdalena,"[-75.17030556,3.34955556]",Point,VICTORIA LA [21110290],Activa,Ata,Convencional
620f13fedb317c8f7431dbbc,Magdalena Cauca,Limnimétrica,Villavieja,21147070,Huila,421,Río Cabrera,Alto Magdalena,"[-75.11666667,3.35]",Point,DESARENADOR S 2 [21147070],Suspendida,Canal Principal,Convencional
620f13fedb317c8f7431dbbd,Magdalena Cauca,Agrometeorológica,Florida,26095320,Valle del Cauca,980,Río Guachal (Bolo - Fraile y Párraga),Cauca,"[-76.30000556,3.36041667]",Point,EL VINCULO - AUT [26095320],Activa,0,Automática con Telemetría
620f13fedb317c8f7431dbbe,Magdalena Cauca,Agrometeorológica,Florida,26075080,Valle del Cauca,128,Río Guachal (Bolo - Fraile y Párraga),Cauca,"[-76.29972222,3.36041667]",Point,CENICANA [26075080],Activa,0,Convencional
620f13fedb317c8f7431dbbf,Magdalena Cauca,Climática Principal,Florida,26085170,Valle del Cauca,975,Río Guachal (Bolo - Fraile y Párraga),Cauca,"[-76.29972222,3.36041667]",Point,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],Activa,0,Automática con Telemetría
620f13fedb317c8f7431dbc0,Magdalena Cauca,Limnimétrica,Aipe,21137090,Huila,350,Rio Fortalecillas y otros,Alto Magdalena,"[-75.18333333,3.36666667]",Point,PATA EL [21137090],Suspendida,Magdalena,Convencional
620f13fedb317c8f7431dbc1,Magdalena Cauca,Limnimétrica,Villavieja,21147060,Huila,421,Río Cabrera,Alto Magdalena,"[-75.1,3.36666667]",Point,DESARENADOR S 1 [21147060],Suspendida,Canal Principal,Convencional
620f13fedb317c8f7431dbc2,Orinoco,Climática Ordinaria,Fuente De Oro,32075060,Meta,280,Río Ariari,Guaviare,"[-73.7,3.36666667]",Point,COOPERATIVA LA [32075060],Suspendida,Canal Principal,Convencional
620f13fedb317c8f7431dbc3,Orinoco,Climática Ordinaria,Fuente De Oro,32075020,Meta,255,Río Ariari,Guaviare,"[-73.5,3.36666667]",Point,PUERTO LIMON [32075020],Suspendida,Canal Principal,Convencional
620f13fedb317c8f7431dbc4,Magdalena Cauca,Meteorológica Especial,Cali,26305501,Valle del Cauca,983,"Ríos Lilí, Melendez y Canaveralejo",Cauca,"[-76.53008333,3.36697222]",Point,SOLMAFORO CALI - AUT [26305501],Activa,Canal Principal,Automática sin Telemetría
620f13fedb317c8f7431dbc5,Orinoco,Limnimétrica,San Juan De Arama,32077110,Meta,570,Río Guejar,Guaviare,"[-74.02961111,3.36890278]",Point,EL LIMON[32077110],Activa,Guejar,Convencional
620f13fedb317c8f7431dbc6,Magdalena Cauca,Limnigráfica,Villavieja,21147010,Huila,420,Río Cabrera,Alto Magdalena,"[-75.11416667,3.3705]",Point,SAN ALFONSO  - AUT [21147010],Activa,Cabrera,Automática con Telemetría
620f13fedb317c8f7431dbc7,Magdalena Cauca,Agrometeorológica,Villavieja,21145040,Huila,440,Río Cabrera,Alto Magdalena,"[-75.11011111,3.37336111]",Point,SAN ALFONSO [21145040],Activa,Cabrera,Convencional
620f13fedb317c8f7431dbc8,Magdalena Cauca,Pluviométrica,Villavieja,21140390,Huila,440,Río Cabrera,Alto Magdalena,"[-75.11011111,3.37336111]",Point,SAN ALFONSO [21140390],Suspendida,Cabrera,Convencional
620f13fedb317c8f7431dbc9,Magdalena Cauca,Limnimétrica,Candelaria (Valle del cauca),26077060,Valle del Cauca,13,Río Guachal (Bolo - Fraile y Párraga),Cauca,"[-76.34972222,3.37416667]",Point,Buchitolo [26077060],Suspendida,Fraile,Convencional
620f13fedb317c8f7431dbca,Orinoco,Pluviométrica,San Juan De Arama,32070100,Meta,410,Río Guejar,Guaviare,"[-73.89194444,3.37508333]",Point,SAN JUAN DE ARAMA [32070100],Activa,Fraile,Convencional
620f13fedb317c8f7431dbcb,Magdalena Cauca,Climática Principal,Cali,26055120,Valle del Cauca,996,"Ríos Lilí, Melendez y Canaveralejo",Cauca,"[-76.53388889,3.378]",Point,UNIVERSIDAD DEL VALLE  - AUT [26055120],Activa,0,Automática con Telemetría
620f13fedb317c8f7431dbcc,Magdalena Cauca,Pluviométrica,Ataco,22050080,Tolima,1800,"Río Aipe, Río Chenche y otros directos al Magdalena",Alto Magdalena,"[-75.50813889,3.37952778]",Point,PAN DE AZUCAR [22050080],Activa,Fraile,Convencional
620f13fedb317c8f7431dbcd,Orinoco,Climática Ordinaria,Mesetas,32075050,Meta,620,Río Guejar,Guaviare,"[-74.04297222,3.38005556]",Point,MESETAS [32075050],Activa,Fraile,Convencional
620f13fedb317c8f7431dbce,Magdalena Cauca,Pluviográfica,Rioblanco,22010060,Tolima,2120,Alto Saldaña,Saldaña,"[-75.76666667,3.38333333]",Point,AGUILA EL [22010060],Suspendida,Fraile,Convencional
620f13fedb317c8f7431dbcf,Magdalena Cauca,Pluviométrica,Rioblanco,22010040,Tolima,920,Alto Saldaña,Saldaña,"[-75.71666667,3.38333333]",Point,PUERTO SALDANA [22010040],Suspendida,Fraile,Convencional
620f13fedb317c8f7431dbd0,Magdalena Cauca,Climática Ordinaria,Colombia,21145010,Huila,800,Río Cabrera,Alto Magdalena,"[-74.85,3.38333333]",Point,BANQUITO EL [21145010],Suspendida,Fraile,Convencional
620f13fedb317c8f7431dbd1,Magdalena Cauca,Pluviométrica,Villavieja,21110090,Huila,400,Rio Fortalecillas y otros,Alto Magdalena,"[-75.16925,3.38713889]",Point,POTOSI [21110090],Activa,Fraile,Convencional
620f13fedb317c8f7431dbd2,Magdalena Cauca,Pluviométrica,Ataco,22020050,Tolima,732,Río Atá,Saldaña,"[-75.6045,3.39522222]",Point,SANTIAGO PEREZ [22020050],Activa,Fraile,Convencional
620f13fedb317c8f7431dbd3,Orinoco,Limnimétrica,Cumaribo,32147010,Vichada,104,Bajo Guaviare,Guaviare,"[-70.11666667,3.4]",Point,GUACO [32147010],Suspendida,Guaviare,Convencional
620f13fedb317c8f7431dbd4,Magdalena Cauca,Meteorológica Especial,Cali,2634500209,Valle del Cauca,3198,Ríos Cali,Cauca,"[-76.68344444,3.40225]",Point,FARALLONES DE CALI (CAMPAMENTO ALTO DEL BUEY),Activa,0,Automática con Telemetría
620f13fedb317c8f7431dbd5,Magdalena Cauca,Limnigráfica,Alpujarra,21147080,Tolima,716,Río Cabrera,Alto Magdalena,"[-74.81702778,3.40569444]",Point,TRES ESQUINAS [21147080],Activa,Cabrera,Convencional
620f13fedb317c8f7431dbd6,Magdalena Cauca,Climática Principal,Cali,26055100,Valle del Cauca,2275,Ríos Cali,Cauca,"[-76.6515,3.41605556]",Point,FARALLONES - AUT [26055100],Activa,0,Automática con Telemetría
620f13fedb317c8f7431dbd7,Magdalena Cauca,Pluviográfica,Ataco,22010090,Tolima,170,Alto Saldaña,Saldaña,"[-75.68333333,3.41666667]",Point,MIRADOR FINCA EL [22010090],Suspendida,Cabrera,Convencional
620f13fedb317c8f7431dbd8,Orinoco,Limnimétrica,Granada (Meta),32077010,Meta,360,Río Ariari,Guaviare,"[-73.78333333,3.41666667]",Point,PUENTE CARRETERA [32077010],Suspendida,Quebrada La Colorada,Convencional
620f13fedb317c8f7431dbd9,Orinoco,Limnimétrica,Granada (Meta),32077030,Meta,360,Río Ariari,Guaviare,"[-73.78333333,3.41666667]",Point,PUENTE CARRETERA [32077030],Suspendida,Quebrada La Colorada,Convencional
620f13fedb317c8f7431dbda,Orinoco,Limnimétrica,Barranco Mina,32157040,Guainía,100,Bajo Guaviare,Guaviare,"[-69.89,3.42]",Point,PUEBLO NUEVO [32157040],Activa,Guaviare,Convencional
620f13fedb317c8f7431dbdb,Orinoco,Limnimétrica,Barranco Mina,32150040,Guainía,100,Bajo Guaviare,Guaviare,"[-69.89,3.42]",Point,PUEBLO NUEVO [32150040],Activa,Guaviare,Convencional
620f13fedb317c8f7431dbdc,Magdalena Cauca,Pluviométrica,Villavieja,21140100,Huila,368,Río Cabrera,Alto Magdalena,"[-75.10463889,3.423]",Point,SAN JUANITO [21140100],Activa,Quebrada La Colorada,Convencional
620f13fedb317c8f7431dbdd,Magdalena Cauca,Climática Principal,Cali,26085160,Valle del Cauca,1238,"Ríos Lilí, Melendez y Canaveralejo",Cauca,"[-76.56061111,3.4255]",Point,SILOE - AUT [26085160],Activa,Yaguara,Automática con Telemetría
620f13fedb317c8f7431dbde,Magdalena Cauca,Climática Principal,Cali,23085250,Valle del Cauca,1238,"Ríos Lilí, Melendez y Canaveralejo",Cauca,"[-76.56061111,3.4255]",Point,SILOE - AUT [23085250],Suspendida,Guaviare,Automática con Telemetría
620f13fedb317c8f7431dbdf,Magdalena Cauca,Pluviométrica,Alpujarra,21140120,Tolima,1400,Río Cabrera,Alto Magdalena,"[-74.92025,3.42586111]",Point,CRUCES LAS [21140120],Activa,Guaviare,Convencional
620f13fedb317c8f7431dbe0,Magdalena Cauca,Pluviométrica,Ataco,22050070,Tolima,1679,Medio Saldaña,Saldaña,"[-75.48744444,3.42638889]",Point,SAN PEDRO [22050070],Activa,Guaviare,Convencional
620f13fedb317c8f7431dbe1,Magdalena Cauca,Climática Ordinaria,Candelaria (Valle del cauca),26075060,Valle del Cauca,1100,Río Guachal (Bolo - Fraile y Párraga),Cauca,"[-76.43333333,3.43333333]",Point,ARREBOLES [26075060],Suspendida,Guaviare,Convencional
620f13fedb317c8f7431dbe2,Magdalena Cauca,Sinóptica Secundaria,Candelaria (Valle del cauca),26075020,Valle del Cauca,930,Río Guachal (Bolo - Fraile y Párraga),Cauca,"[-76.4,3.43333333]",Point,CALIPUERTO [26075020],Suspendida,Atrato,Convencional
620f13fedb317c8f7431dbe3,Orinoco,Limnimétrica,Granada (Meta),32077050,Meta,348,Río Ariari,Guaviare,"[-73.78333333,3.43333333]",Point,PUENTE CARRETERA [32077050],Suspendida,Quebrada Urichare,Convencional
620f13fedb317c8f7431dbe4,Magdalena Cauca,Pluviométrica,Cali,26080280,Valle del Cauca,1637,Ríos Cali,Cauca,"[-76.60155556,3.43819444]",Point,PICHINDE [26080280],Activa,Quebrada Urichare,Convencional
620f13fedb317c8f7431dbe5,Magdalena Cauca,Limnigráfica,Rioblanco,22017020,Tolima,817,Alto Saldaña,Saldaña,"[-75.68658333,3.43847222]",Point,SARDINAS LAS [22017020],Activa,Saldana,Convencional
620f13fedb317c8f7431dbe6,Magdalena Cauca,Limnigráfica,Natagaima,21137050,Tolima,345,Directos Magdalena entre ríos Cabrera y Sumapaz,Alto Magdalena,"[-75.12,3.44]",Point,ANGOSTURA  - AUT [21137050],Activa,Magdalena,Automática con Telemetría
620f13fedb317c8f7431dbe7,Orinoco,Limnimétrica,Granada (Meta),32077040,Meta,327,Río Ariari,Guaviare,"[-73.75,3.45]",Point,PUENTE CARRETERA [32077040],Suspendida,Quebrada Mucuya,Convencional
620f13fedb317c8f7431dbe8,Magdalena Cauca,Pluviométrica,Natagaima,21130180,Tolima,500,"Río Aipe, Río Chenche y otros directos al Magdalena",Alto Magdalena,"[-75.15088889,3.45361111]",Point,ALTAMIRA DC HACIENDA [21130180],Activa,Quebrada Mucuya,Convencional
620f13fedb317c8f7431dbe9,Magdalena Cauca,Climática Ordinaria,Ataco,22055020,Tolima,699,Medio Saldaña,Saldaña,"[-75.53636111,3.45577778]",Point,MESA DE POLE [22055020],Activa,Quebrada Mucuya,Convencional
620f13fedb317c8f7431dbea,Orinoco,Pluviométrica,San Juan De Arama,32070120,Meta,650,Río Guejar,Guaviare,"[-74.02994444,3.45655556]",Point,MESA DE FERNANDEZ [32070120],Activa,Quebrada Mucuya,Convencional
620f13fedb317c8f7431dbeb,Magdalena Cauca,Limnimétrica,Ataco,22057050,Tolima,569,Medio Saldaña,Saldaña,"[-75.52325,3.4635]",Point,PUENTE LA HAMACA [22057050],Activa,Quebrada Pole,Convencional
620f13fedb317c8f7431dbec,Magdalena Cauca,Limnigráfica,Cali,26087100,Valle del Cauca,198,Ríos Cali,Cauca,"[-76.56666667,3.46666667]",Point,COLEGIO EL [26087100],Suspendida,Aguacatal,Convencional
620f13fedb317c8f7431dbed,Orinoco,Climática Ordinaria,Granada (Meta),32075010,Meta,220,Río Ariari,Guaviare,"[-73.71666667,3.46666667]",Point,NARANJOS LOS [32075010],Suspendida,Aguacatal,Convencional
620f13fedb317c8f7431dbee,Orinoco,Pluviométrica,Fuente De Oro,32070060,Meta,300,Río Ariari,Guaviare,"[-73.63333333,3.46666667]",Point,FUENTE DE ORO [32070060],Activa,Aguacatal,Convencional
620f13fedb317c8f7431dbef,Magdalena Cauca,Limnigráfica,Rioblanco,22017010,Tolima,751,Alto Saldaña,Saldaña,"[-75.66694444,3.47188889]",Point,BOCAS [22017010],Activa,Anamichu,Convencional
620f13fedb317c8f7431dbf0,Orinoco,Pluviométrica,Granada (Meta),32070110,Meta,520,Río Ariari,Guaviare,"[-73.85783333,3.47202778]",Point,AGUAS CLARAS [32070110],Activa,Anamichu,Convencional
620f13fedb317c8f7431dbf1,Magdalena Cauca,Limnigráfica,Rioblanco,22017030,Tolima,765,Alto Saldaña,Saldaña,"[-75.66555556,3.47291667]",Point,BOCAS [22017030],Activa,Blanco,Convencional
620f13fedb317c8f7431dbf2,Magdalena Cauca,Limnigráfica,Rioblanco,22037010,Tolima,563,Alto Saldaña,Saldaña,"[-75.58094444,3.47308333]",Point,ESPERANZA LA [22037010],Activa,Mendarco,Convencional
620f13fedb317c8f7431dbf3,Magdalena Cauca,Pluviográfica,Cali,26080310,Valle del Cauca,983,Ríos Cali,Cauca,"[-76.52302778,3.47597222]",Point,CALI SEDE IDEAM [26080310],Activa,Mendarco,Convencional
620f13fedb317c8f7431dbf4,Pacifico,Pluviométrica,Buenaventura,53090030,Valle del Cauca,31,Ríos Cajambre - Mayorquín - Raposo,Tapaje - Dagua - Directos,"[-77.20822222,3.47969444]",Point,SILVA [53090030],Activa,Mendarco,Convencional
620f13fedb317c8f7431dbf5,Magdalena Cauca,Pluviométrica,Colombia,21140080,Huila,1049,Río Cabrera,Alto Magdalena,"[-74.74,3.48]",Point,MIRAFLORES [21140080],Activa,0,Convencional
620f13fedb317c8f7431dbf6,Magdalena Cauca,Limnigráfica,Ataco,22057060,Tolima,536,Medio Saldaña,Saldaña,"[-75.46697222,3.48136111]",Point,LA MURALLA - AUT [22057060],Activa,Saldana,Automática con Telemetría
620f13fedb317c8f7431dbf7,Orinoco,Limnimétrica,Granada (Meta),32077020,Meta,320,Río Ariari,Guaviare,"[-73.73333333,3.48333333]",Point,PUENTE CARRETERA [32077020],Suspendida,Quebrada Sardinata,Convencional
